_id;departure_airports_data;arrival_airports_data;aircrafts_id;flight_no ;scheduled_departure;scheduled_arrival;status;actual_departure;actual_arrival
595;DME;ROV;321;PG0212;2017-07-22 22:20:00+07;2017-07-22 23:35:00+07;Arrived;2017-07-22 22:23:00+07;2017-07-22 23:37:00+07
596;DME;ROV;321;PG0212;2017-08-15 22:20:00+07;2017-08-15 23:35:00+07;Delayed;;
597;DME;ROV;321;PG0213;2017-09-01 23:20:00+07;2017-09-02 00:35:00+07;Scheduled;;
598;DME;ROV;321;PG0213;2017-08-25 23:20:00+07;2017-08-26 00:35:00+07;Scheduled;;
599;DME;ROV;321;PG0212;2017-07-25 22:20:00+07;2017-07-25 23:35:00+07;Arrived;2017-07-25 22:22:00+07;2017-07-25 23:37:00+07
600;DME;ROV;321;PG0212;2017-09-08 22:20:00+07;2017-09-08 23:35:00+07;Scheduled;;
601;DME;ROV;321;PG0213;2017-09-08 23:20:00+07;2017-09-09 00:35:00+07;Scheduled;;
602;DME;ROV;321;PG0213;2017-09-13 23:20:00+07;2017-09-14 00:35:00+07;Scheduled;;
603;DME;ROV;321;PG0212;2017-09-13 22:20:00+07;2017-09-13 23:35:00+07;Scheduled;;
604;DME;ROV;321;PG0213;2017-08-15 23:20:00+07;2017-08-16 00:35:00+07;On Time;;
605;DME;ROV;321;PG0212;2017-08-22 22:20:00+07;2017-08-22 23:35:00+07;Scheduled;;
606;DME;ROV;321;PG0213;2017-08-22 23:20:00+07;2017-08-23 00:35:00+07;Scheduled;;
607;DME;ROV;321;PG0213;2017-08-16 23:20:00+07;2017-08-17 00:35:00+07;Scheduled;;
608;DME;ROV;321;PG0212;2017-08-16 22:20:00+07;2017-08-16 23:35:00+07;Scheduled;;
609;DME;ROV;321;PG0213;2017-08-24 23:20:00+07;2017-08-25 00:35:00+07;Scheduled;;
610;DME;ROV;321;PG0213;2017-09-03 23:20:00+07;2017-09-04 00:35:00+07;Scheduled;;
611;DME;VOZ;CR2;PG0416;2017-09-12 23:20:00+07;2017-09-12 23:55:00+07;Scheduled;;
612;DME;VOZ;CR2;PG0416;2017-09-04 23:20:00+07;2017-09-04 23:55:00+07;Scheduled;;
613;DME;VOZ;CR2;PG0416;2017-08-19 23:20:00+07;2017-08-19 23:55:00+07;Scheduled;;
614;DME;VOZ;CR2;PG0416;2017-08-18 23:20:00+07;2017-08-18 23:55:00+07;Scheduled;;
615;DME;VOZ;CR2;PG0416;2017-07-28 23:20:00+07;2017-07-28 23:55:00+07;Arrived;2017-07-28 23:25:00+07;2017-07-29 00:01:00+07
616;DME;VOZ;CR2;PG0416;2017-07-17 23:20:00+07;2017-07-17 23:55:00+07;Arrived;2017-07-17 23:24:00+07;2017-07-17 23:59:00+07
617;DME;VOZ;CR2;PG0416;2017-08-31 23:20:00+07;2017-08-31 23:55:00+07;Scheduled;;
618;DME;VOZ;CR2;PG0416;2017-08-30 23:20:00+07;2017-08-30 23:55:00+07;Scheduled;;
619;DME;VOZ;CR2;PG0416;2017-08-10 23:20:00+07;2017-08-10 23:55:00+07;Arrived;2017-08-10 23:23:00+07;2017-08-10 23:58:00+07
620;DME;VOZ;CR2;PG0416;2017-07-25 23:20:00+07;2017-07-25 23:55:00+07;Arrived;2017-07-25 23:22:00+07;2017-07-25 23:57:00+07
621;DME;VOZ;CR2;PG0416;2017-08-28 23:20:00+07;2017-08-28 23:55:00+07;Scheduled;;
622;DME;VOZ;CR2;PG0416;2017-08-12 23:20:00+07;2017-08-12 23:55:00+07;Arrived;2017-08-12 23:23:00+07;2017-08-12 23:58:00+07
623;DME;VOZ;CR2;PG0416;2017-07-30 23:20:00+07;2017-07-30 23:55:00+07;Arrived;2017-07-30 23:24:00+07;2017-07-30 23:59:00+07
624;DME;VOZ;CR2;PG0416;2017-09-13 23:20:00+07;2017-09-13 23:55:00+07;Scheduled;;
625;DME;VOZ;CR2;PG0416;2017-08-01 23:20:00+07;2017-08-01 23:55:00+07;Arrived;2017-08-01 23:22:00+07;2017-08-01 23:57:00+07
626;DME;VOZ;CR2;PG0416;2017-08-29 23:20:00+07;2017-08-29 23:55:00+07;Scheduled;;
627;DME;VOZ;CR2;PG0416;2017-08-21 23:20:00+07;2017-08-21 23:55:00+07;Scheduled;;
628;DME;VOZ;CR2;PG0416;2017-08-08 23:20:00+07;2017-08-08 23:55:00+07;Arrived;2017-08-08 23:23:00+07;2017-08-08 23:58:00+07
629;DME;VOZ;CR2;PG0416;2017-08-17 23:20:00+07;2017-08-17 23:55:00+07;Scheduled;;
630;DME;VOZ;CR2;PG0416;2017-07-23 23:20:00+07;2017-07-23 23:55:00+07;Arrived;2017-07-23 23:24:00+07;2017-07-23 23:59:00+07
631;DME;VOZ;CR2;PG0416;2017-08-20 23:20:00+07;2017-08-20 23:55:00+07;Scheduled;;
632;DME;VOZ;CR2;PG0416;2017-09-10 23:20:00+07;2017-09-10 23:55:00+07;Scheduled;;
633;DME;VOZ;CR2;PG0416;2017-09-06 23:20:00+07;2017-09-06 23:55:00+07;Scheduled;;
634;DME;VOZ;CR2;PG0416;2017-08-06 23:20:00+07;2017-08-06 23:55:00+07;Arrived;2017-08-06 23:23:00+07;2017-08-06 23:58:00+07
635;DME;VOZ;CR2;PG0416;2017-08-07 23:20:00+07;2017-08-07 23:55:00+07;Arrived;2017-08-07 23:25:00+07;2017-08-08 00:00:00+07
636;DME;VOZ;CR2;PG0416;2017-09-01 23:20:00+07;2017-09-01 23:55:00+07;Scheduled;;
637;DME;VOZ;CR2;PG0416;2017-09-11 23:20:00+07;2017-09-11 23:55:00+07;Scheduled;;
638;DME;VOZ;CR2;PG0416;2017-09-09 23:20:00+07;2017-09-09 23:55:00+07;Scheduled;;
639;DME;VOZ;CR2;PG0416;2017-09-05 23:20:00+07;2017-09-05 23:55:00+07;Scheduled;;
640;DME;VOZ;CR2;PG0416;2017-08-03 23:20:00+07;2017-08-03 23:55:00+07;Arrived;2017-08-03 23:26:00+07;2017-08-04 00:01:00+07
641;DME;VOZ;CR2;PG0416;2017-09-08 23:20:00+07;2017-09-08 23:55:00+07;Scheduled;;
642;DME;VOZ;CR2;PG0416;2017-07-24 23:20:00+07;2017-07-24 23:55:00+07;Arrived;2017-07-24 23:22:00+07;2017-07-24 23:57:00+07
643;DME;VOZ;CR2;PG0416;2017-09-02 23:20:00+07;2017-09-02 23:55:00+07;Scheduled;;
644;DME;VOZ;CR2;PG0416;2017-07-31 23:20:00+07;2017-07-31 23:55:00+07;Arrived;2017-07-31 23:24:00+07;2017-07-31 23:59:00+07
645;DME;VOZ;CR2;PG0416;2017-08-14 23:20:00+07;2017-08-14 23:55:00+07;Arrived;2017-08-14 23:26:00+07;2017-08-15 00:01:00+07
646;DME;VOZ;CR2;PG0416;2017-08-13 23:20:00+07;2017-08-13 23:55:00+07;Arrived;2017-08-13 23:23:00+07;2017-08-13 23:58:00+07
647;DME;VOZ;CR2;PG0416;2017-08-05 23:20:00+07;2017-08-05 23:55:00+07;Arrived;2017-08-05 23:23:00+07;2017-08-05 23:57:00+07
648;DME;VOZ;CR2;PG0416;2017-07-19 23:20:00+07;2017-07-19 23:55:00+07;Arrived;2017-07-19 23:22:00+07;2017-07-19 23:56:00+07
649;DME;VOZ;CR2;PG0416;2017-08-24 23:20:00+07;2017-08-24 23:55:00+07;Scheduled;;
650;DME;VOZ;CR2;PG0416;2017-07-26 23:20:00+07;2017-07-26 23:55:00+07;Arrived;2017-07-26 23:22:00+07;2017-07-26 23:57:00+07
651;DME;VOZ;CR2;PG0416;2017-07-29 23:20:00+07;2017-07-29 23:55:00+07;Arrived;2017-07-29 23:26:00+07;2017-07-30 00:01:00+07
652;DME;VOZ;CR2;PG0416;2017-09-14 23:20:00+07;2017-09-14 23:55:00+07;Cancelled;;
653;DME;VOZ;CR2;PG0416;2017-08-16 23:20:00+07;2017-08-16 23:55:00+07;Scheduled;;
654;DME;VOZ;CR2;PG0416;2017-08-25 23:20:00+07;2017-08-25 23:55:00+07;Scheduled;;
655;DME;VOZ;CR2;PG0416;2017-09-07 23:20:00+07;2017-09-07 23:55:00+07;Scheduled;;
656;DME;VOZ;CR2;PG0416;2017-08-22 23:20:00+07;2017-08-22 23:55:00+07;Scheduled;;
657;DME;VOZ;CR2;PG0416;2017-09-03 23:20:00+07;2017-09-03 23:55:00+07;Scheduled;;
658;DME;VOZ;CR2;PG0416;2017-07-22 23:20:00+07;2017-07-22 23:55:00+07;Arrived;2017-07-22 23:21:00+07;2017-07-22 23:56:00+07
659;DME;VOZ;CR2;PG0416;2017-08-15 23:20:00+07;2017-08-15 23:55:00+07;On Time;;
660;DME;VOZ;CR2;PG0416;2017-08-26 23:20:00+07;2017-08-26 23:55:00+07;Scheduled;;
661;DME;VOZ;CR2;PG0416;2017-08-04 23:20:00+07;2017-08-04 23:55:00+07;Arrived;2017-08-04 23:25:00+07;2017-08-05 00:00:00+07
662;DME;VOZ;CR2;PG0416;2017-08-11 23:20:00+07;2017-08-11 23:55:00+07;Arrived;2017-08-11 23:24:00+07;2017-08-11 23:58:00+07
663;DME;VOZ;CR2;PG0416;2017-07-21 23:20:00+07;2017-07-21 23:55:00+07;Arrived;2017-07-21 23:21:00+07;2017-07-21 23:56:00+07
664;DME;VOZ;CR2;PG0416;2017-08-27 23:20:00+07;2017-08-27 23:55:00+07;Scheduled;;
665;DME;VOZ;CR2;PG0416;2017-07-20 23:20:00+07;2017-07-20 23:55:00+07;Arrived;2017-07-20 23:27:00+07;2017-07-21 00:02:00+07
666;DME;VOZ;CR2;PG0416;2017-07-18 23:20:00+07;2017-07-18 23:55:00+07;Arrived;2017-07-18 23:22:00+07;2017-07-18 23:57:00+07
667;DME;VOZ;CR2;PG0416;2017-08-09 23:20:00+07;2017-08-09 23:55:00+07;Arrived;2017-08-09 23:23:00+07;2017-08-09 23:57:00+07
668;DME;VOZ;CR2;PG0416;2017-08-02 23:20:00+07;2017-08-02 23:55:00+07;Arrived;2017-08-02 23:22:00+07;2017-08-02 23:57:00+07
669;DME;VOZ;CR2;PG0416;2017-07-16 23:20:00+07;2017-07-16 23:55:00+07;Arrived;2017-07-16 23:23:00+07;2017-07-16 23:58:00+07
670;DME;VOZ;CR2;PG0416;2017-07-27 23:20:00+07;2017-07-27 23:55:00+07;Arrived;2017-07-27 23:23:00+07;2017-07-27 23:58:00+07
671;DME;VOZ;CR2;PG0416;2017-08-23 23:20:00+07;2017-08-23 23:55:00+07;Scheduled;;
672;DME;TBW;CN1;PG0055;2017-08-10 18:10:00+07;2017-08-10 19:25:00+07;Arrived;2017-08-10 18:11:00+07;2017-08-10 19:26:00+07
673;DME;TBW;CN1;PG0054;2017-08-06 21:05:00+07;2017-08-06 22:20:00+07;Arrived;2017-08-06 21:07:00+07;2017-08-06 22:22:00+07
674;DME;TBW;CN1;PG0055;2017-07-28 18:10:00+07;2017-07-28 19:25:00+07;Arrived;2017-07-28 18:13:00+07;2017-07-28 19:29:00+07
675;DME;TBW;CN1;PG0054;2017-08-08 21:05:00+07;2017-08-08 22:20:00+07;Arrived;2017-08-08 21:08:00+07;2017-08-08 22:23:00+07
676;DME;TBW;CN1;PG0055;2017-08-23 18:10:00+07;2017-08-23 19:25:00+07;Scheduled;;
677;DME;TBW;CN1;PG0055;2017-09-14 18:10:00+07;2017-09-14 19:25:00+07;Scheduled;;
678;DME;TBW;CN1;PG0054;2017-08-05 21:05:00+07;2017-08-05 22:20:00+07;Arrived;2017-08-05 21:08:00+07;2017-08-05 22:23:00+07
679;DME;TBW;CN1;PG0055;2017-08-20 18:10:00+07;2017-08-20 19:25:00+07;Scheduled;;
680;DME;TBW;CN1;PG0055;2017-07-19 18:10:00+07;2017-07-19 19:25:00+07;Arrived;2017-07-19 18:12:00+07;2017-07-19 19:28:00+07
681;DME;TBW;CN1;PG0054;2017-07-21 21:05:00+07;2017-07-21 22:20:00+07;Arrived;2017-07-21 21:09:00+07;2017-07-21 22:26:00+07
682;DME;TBW;CN1;PG0055;2017-07-21 18:10:00+07;2017-07-21 19:25:00+07;Arrived;2017-07-21 18:13:00+07;2017-07-21 19:28:00+07
683;DME;TBW;CN1;PG0054;2017-08-15 21:05:00+07;2017-08-15 22:20:00+07;Departed;2017-08-15 21:09:00+07;
684;DME;TBW;CN1;PG0055;2017-09-01 18:10:00+07;2017-09-01 19:25:00+07;Scheduled;;
685;DME;TBW;CN1;PG0055;2017-07-26 18:10:00+07;2017-07-26 19:25:00+07;Arrived;2017-07-26 18:13:00+07;2017-07-26 19:28:00+07
686;DME;TBW;CN1;PG0054;2017-08-19 21:05:00+07;2017-08-19 22:20:00+07;Scheduled;;
687;DME;TBW;CN1;PG0054;2017-09-10 21:05:00+07;2017-09-10 22:20:00+07;Scheduled;;
688;DME;TBW;CN1;PG0054;2017-07-26 21:05:00+07;2017-07-26 22:20:00+07;Arrived;2017-07-26 21:08:00+07;2017-07-26 22:22:00+07
689;DME;TBW;CN1;PG0054;2017-08-18 21:05:00+07;2017-08-18 22:20:00+07;Scheduled;;
690;DME;TBW;CN1;PG0055;2017-09-10 18:10:00+07;2017-09-10 19:25:00+07;Scheduled;;
691;DME;TBW;CN1;PG0055;2017-08-18 18:10:00+07;2017-08-18 19:25:00+07;Scheduled;;
692;DME;TBW;CN1;PG0055;2017-08-24 18:10:00+07;2017-08-24 19:25:00+07;Scheduled;;
693;DME;TBW;CN1;PG0055;2017-09-09 18:10:00+07;2017-09-09 19:25:00+07;Scheduled;;
694;DME;TBW;CN1;PG0054;2017-09-06 21:05:00+07;2017-09-06 22:20:00+07;Scheduled;;
695;DME;TBW;CN1;PG0055;2017-07-30 18:10:00+07;2017-07-30 19:25:00+07;Arrived;2017-07-30 18:12:00+07;2017-07-30 19:27:00+07
696;DME;TBW;CN1;PG0054;2017-09-09 21:05:00+07;2017-09-09 22:20:00+07;Scheduled;;
697;DME;TBW;CN1;PG0055;2017-07-24 18:10:00+07;2017-07-24 19:25:00+07;Arrived;2017-07-24 18:18:00+07;2017-07-24 19:35:00+07
698;DME;TBW;CN1;PG0055;2017-09-02 18:10:00+07;2017-09-02 19:25:00+07;Scheduled;;
699;DME;TBW;CN1;PG0055;2017-08-28 18:10:00+07;2017-08-28 19:25:00+07;Scheduled;;
700;DME;TBW;CN1;PG0054;2017-07-28 21:05:00+07;2017-07-28 22:20:00+07;Arrived;2017-07-28 21:08:00+07;2017-07-28 22:24:00+07
701;DME;TBW;CN1;PG0054;2017-08-26 21:05:00+07;2017-08-26 22:20:00+07;Scheduled;;
702;DME;TBW;CN1;PG0055;2017-08-12 18:10:00+07;2017-08-12 19:25:00+07;Arrived;2017-08-12 18:12:00+07;2017-08-12 19:27:00+07
703;DME;TBW;CN1;PG0054;2017-09-12 21:05:00+07;2017-09-12 22:20:00+07;Scheduled;;
704;DME;TBW;CN1;PG0054;2017-08-14 21:05:00+07;2017-08-14 22:20:00+07;Arrived;2017-08-14 21:05:00+07;2017-08-14 22:20:00+07
705;DME;TBW;CN1;PG0054;2017-08-29 21:05:00+07;2017-08-29 22:20:00+07;Scheduled;;
706;DME;TBW;CN1;PG0055;2017-08-16 18:10:00+07;2017-08-16 19:25:00+07;On Time;;
707;DME;TBW;CN1;PG0054;2017-08-01 21:05:00+07;2017-08-01 22:20:00+07;Arrived;2017-08-01 21:08:00+07;2017-08-01 22:22:00+07
708;DME;TBW;CN1;PG0054;2017-08-21 21:05:00+07;2017-08-21 22:20:00+07;Scheduled;;
709;DME;TBW;CN1;PG0055;2017-08-14 18:10:00+07;2017-08-14 19:25:00+07;Arrived;2017-08-14 18:13:00+07;2017-08-14 19:28:00+07
710;DME;TBW;CN1;PG0055;2017-08-29 18:10:00+07;2017-08-29 19:25:00+07;Scheduled;;
711;DME;TBW;CN1;PG0055;2017-08-07 18:10:00+07;2017-08-07 19:25:00+07;Arrived;2017-08-07 18:11:00+07;2017-08-07 19:26:00+07
712;DME;TBW;CN1;PG0055;2017-08-09 18:10:00+07;2017-08-09 19:25:00+07;Arrived;2017-08-09 18:12:00+07;2017-08-09 19:27:00+07
713;DME;TBW;CN1;PG0055;2017-08-15 18:10:00+07;2017-08-15 19:25:00+07;Arrived;2017-08-15 18:12:00+07;2017-08-15 19:27:00+07
714;DME;TBW;CN1;PG0054;2017-08-12 21:05:00+07;2017-08-12 22:20:00+07;Cancelled;2017-08-12 21:07:00+07;2017-08-12 22:21:00+07
715;DME;TBW;CN1;PG0055;2017-08-22 18:10:00+07;2017-08-22 19:25:00+07;Scheduled;;
716;DME;TBW;CN1;PG0054;2017-09-08 21:05:00+07;2017-09-08 22:20:00+07;Scheduled;;
717;DME;TBW;CN1;PG0054;2017-08-28 21:05:00+07;2017-08-28 22:20:00+07;Scheduled;;
718;DME;TBW;CN1;PG0055;2017-08-01 18:10:00+07;2017-08-01 19:25:00+07;Arrived;2017-08-01 20:56:00+07;2017-08-01 22:10:00+07
719;DME;TBW;CN1;PG0055;2017-08-21 18:10:00+07;2017-08-21 19:25:00+07;Scheduled;;
720;DME;TBW;CN1;PG0054;2017-09-14 21:05:00+07;2017-09-14 22:20:00+07;Scheduled;;
721;DME;TBW;CN1;PG0054;2017-08-09 21:05:00+07;2017-08-09 22:20:00+07;Arrived;2017-08-09 21:09:00+07;2017-08-09 22:23:00+07
722;DME;TBW;CN1;PG0054;2017-07-29 21:05:00+07;2017-07-29 22:20:00+07;Arrived;2017-07-29 21:08:00+07;2017-07-29 22:24:00+07
723;DME;TBW;CN1;PG0054;2017-08-17 21:05:00+07;2017-08-17 22:20:00+07;Scheduled;;
724;DME;TBW;CN1;PG0055;2017-07-29 18:10:00+07;2017-07-29 19:25:00+07;Arrived;2017-07-29 18:11:00+07;2017-07-29 19:25:00+07
725;DME;TBW;CN1;PG0054;2017-08-23 21:05:00+07;2017-08-23 22:20:00+07;Scheduled;;
726;DME;TBW;CN1;PG0055;2017-08-06 18:10:00+07;2017-08-06 19:25:00+07;Arrived;2017-08-06 18:13:00+07;2017-08-06 19:28:00+07
727;DME;TBW;CN1;PG0055;2017-09-08 18:10:00+07;2017-09-08 19:25:00+07;Scheduled;;
728;DME;TBW;CN1;PG0055;2017-07-16 18:10:00+07;2017-07-16 19:25:00+07;Arrived;2017-07-16 18:13:00+07;2017-07-16 19:28:00+07
729;DME;TBW;CN1;PG0055;2017-09-07 18:10:00+07;2017-09-07 19:25:00+07;Scheduled;;
730;DME;TBW;CN1;PG0055;2017-08-31 18:10:00+07;2017-08-31 19:25:00+07;Scheduled;;
731;DME;TBW;CN1;PG0054;2017-08-31 21:05:00+07;2017-08-31 22:20:00+07;Scheduled;;
732;DME;TBW;CN1;PG0054;2017-09-07 21:05:00+07;2017-09-07 22:20:00+07;Scheduled;;
733;DME;TBW;CN1;PG0055;2017-07-22 18:10:00+07;2017-07-22 19:25:00+07;Arrived;2017-07-22 18:15:00+07;2017-07-22 19:30:00+07
734;DME;TBW;CN1;PG0054;2017-07-22 21:05:00+07;2017-07-22 22:20:00+07;Arrived;2017-07-22 21:08:00+07;2017-07-22 22:22:00+07
735;DME;TBW;CN1;PG0055;2017-08-02 18:10:00+07;2017-08-02 19:25:00+07;Arrived;2017-08-02 18:16:00+07;2017-08-02 19:32:00+07
736;DME;TBW;CN1;PG0055;2017-08-25 18:10:00+07;2017-08-25 19:25:00+07;Scheduled;;
737;DME;TBW;CN1;PG0055;2017-07-31 18:10:00+07;2017-07-31 19:25:00+07;Arrived;2017-07-31 18:12:00+07;2017-07-31 19:27:00+07
738;DME;TBW;CN1;PG0054;2017-09-13 21:05:00+07;2017-09-13 22:20:00+07;Scheduled;;
739;DME;TBW;CN1;PG0055;2017-09-13 18:10:00+07;2017-09-13 19:25:00+07;Scheduled;;
740;DME;TBW;CN1;PG0055;2017-09-12 18:10:00+07;2017-09-12 19:25:00+07;Scheduled;;
741;DME;TBW;CN1;PG0054;2017-08-02 21:05:00+07;2017-08-02 22:20:00+07;Arrived;2017-08-02 21:07:00+07;2017-08-02 22:23:00+07
742;DME;TBW;CN1;PG0055;2017-08-30 18:10:00+07;2017-08-30 19:25:00+07;Scheduled;;
743;DME;TBW;CN1;PG0054;2017-09-02 21:05:00+07;2017-09-02 22:20:00+07;Scheduled;;
744;DME;TBW;CN1;PG0055;2017-09-11 18:10:00+07;2017-09-11 19:25:00+07;Scheduled;;
745;DME;TBW;CN1;PG0054;2017-07-17 21:05:00+07;2017-07-17 22:20:00+07;Arrived;2017-07-17 21:08:00+07;2017-07-17 22:24:00+07
746;DME;TBW;CN1;PG0054;2017-09-11 21:05:00+07;2017-09-11 22:20:00+07;Scheduled;;
747;DME;TBW;CN1;PG0054;2017-08-30 21:05:00+07;2017-08-30 22:20:00+07;Scheduled;;
748;DME;TBW;CN1;PG0054;2017-08-03 21:05:00+07;2017-08-03 22:20:00+07;Arrived;2017-08-03 21:07:00+07;2017-08-03 22:23:00+07
749;DME;TBW;CN1;PG0054;2017-07-30 21:05:00+07;2017-07-30 22:20:00+07;Arrived;2017-07-30 21:07:00+07;2017-07-30 22:22:00+07
750;DME;TBW;CN1;PG0054;2017-07-18 21:05:00+07;2017-07-18 22:20:00+07;Arrived;2017-07-18 21:10:00+07;2017-07-18 22:25:00+07
751;DME;TBW;CN1;PG0054;2017-07-31 21:05:00+07;2017-07-31 22:20:00+07;Arrived;2017-07-31 21:08:00+07;2017-07-31 22:23:00+07
752;DME;TBW;CN1;PG0054;2017-08-25 21:05:00+07;2017-08-25 22:20:00+07;Scheduled;;
753;DME;TBW;CN1;PG0054;2017-07-16 21:05:00+07;2017-07-16 22:20:00+07;Arrived;2017-07-16 21:06:00+07;2017-07-16 22:21:00+07
754;DME;TBW;CN1;PG0055;2017-07-23 18:10:00+07;2017-07-23 19:25:00+07;Arrived;2017-07-23 18:14:00+07;2017-07-23 19:30:00+07
755;DME;TBW;CN1;PG0054;2017-08-24 21:05:00+07;2017-08-24 22:20:00+07;Scheduled;;
756;DME;TBW;CN1;PG0055;2017-09-05 18:10:00+07;2017-09-05 19:25:00+07;Scheduled;;
757;DME;TBW;CN1;PG0055;2017-07-17 18:10:00+07;2017-07-17 19:25:00+07;Arrived;2017-07-17 18:16:00+07;2017-07-17 19:32:00+07
758;DME;TBW;CN1;PG0054;2017-09-05 21:05:00+07;2017-09-05 22:20:00+07;Scheduled;;
759;DME;TBW;CN1;PG0054;2017-08-07 21:05:00+07;2017-08-07 22:20:00+07;Arrived;2017-08-07 23:49:00+07;2017-08-08 01:03:00+07
760;DME;TBW;CN1;PG0055;2017-08-17 18:10:00+07;2017-08-17 19:25:00+07;Scheduled;;
761;DME;TBW;CN1;PG0054;2017-09-01 21:05:00+07;2017-09-01 22:20:00+07;Scheduled;;
762;DME;TBW;CN1;PG0054;2017-08-20 21:05:00+07;2017-08-20 22:20:00+07;Scheduled;;
763;DME;TBW;CN1;PG0054;2017-08-27 21:05:00+07;2017-08-27 22:20:00+07;Scheduled;;
764;DME;TBW;CN1;PG0054;2017-07-23 21:05:00+07;2017-07-23 22:20:00+07;Arrived;2017-07-23 21:07:00+07;2017-07-23 22:21:00+07
765;DME;TBW;CN1;PG0054;2017-08-22 21:05:00+07;2017-08-22 22:20:00+07;Scheduled;;
766;DME;TBW;CN1;PG0054;2017-08-16 21:05:00+07;2017-08-16 22:20:00+07;On Time;;
767;DME;TBW;CN1;PG0055;2017-07-18 18:10:00+07;2017-07-18 19:25:00+07;Arrived;2017-07-18 18:16:00+07;2017-07-18 19:30:00+07
768;DME;TBW;CN1;PG0055;2017-08-03 18:10:00+07;2017-08-03 19:25:00+07;Arrived;2017-08-03 18:12:00+07;2017-08-03 19:28:00+07
769;DME;TBW;CN1;PG0054;2017-08-04 21:05:00+07;2017-08-04 22:20:00+07;Arrived;2017-08-04 21:05:00+07;2017-08-04 22:21:00+07
770;DME;TBW;CN1;PG0055;2017-08-08 18:10:00+07;2017-08-08 19:25:00+07;Arrived;2017-08-08 18:13:00+07;2017-08-08 19:28:00+07
771;DME;TBW;CN1;PG0055;2017-08-04 18:10:00+07;2017-08-04 19:25:00+07;Arrived;2017-08-04 18:12:00+07;2017-08-04 19:26:00+07
772;DME;TBW;CN1;PG0054;2017-07-27 21:05:00+07;2017-07-27 22:20:00+07;Arrived;2017-07-27 21:08:00+07;2017-07-27 22:24:00+07
773;DME;TBW;CN1;PG0055;2017-09-04 18:10:00+07;2017-09-04 19:25:00+07;Scheduled;;
774;DME;TBW;CN1;PG0055;2017-07-25 18:10:00+07;2017-07-25 19:25:00+07;Arrived;2017-07-25 18:14:00+07;2017-07-25 19:29:00+07
775;DME;TBW;CN1;PG0055;2017-08-26 18:10:00+07;2017-08-26 19:25:00+07;Scheduled;;
776;DME;TBW;CN1;PG0054;2017-07-25 21:05:00+07;2017-07-25 22:20:00+07;Arrived;2017-07-25 21:10:00+07;2017-07-25 22:26:00+07
777;DME;TBW;CN1;PG0055;2017-09-06 18:10:00+07;2017-09-06 19:25:00+07;Scheduled;;
778;DME;TBW;CN1;PG0054;2017-08-13 21:05:00+07;2017-08-13 22:20:00+07;Arrived;2017-08-13 21:09:00+07;2017-08-13 22:24:00+07
779;DME;TBW;CN1;PG0055;2017-09-03 18:10:00+07;2017-09-03 19:25:00+07;Scheduled;;
780;DME;TBW;CN1;PG0055;2017-07-20 18:10:00+07;2017-07-20 19:25:00+07;Arrived;2017-07-20 22:12:00+07;2017-07-20 23:27:00+07
781;DME;TBW;CN1;PG0055;2017-08-11 18:10:00+07;2017-08-11 19:25:00+07;Arrived;2017-08-11 18:14:00+07;2017-08-11 19:29:00+07
782;DME;TBW;CN1;PG0054;2017-09-03 21:05:00+07;2017-09-03 22:20:00+07;Scheduled;;
783;DME;TBW;CN1;PG0054;2017-08-11 21:05:00+07;2017-08-11 22:20:00+07;Arrived;2017-08-11 21:08:00+07;2017-08-11 22:21:00+07
784;DME;TBW;CN1;PG0055;2017-08-27 18:10:00+07;2017-08-27 19:25:00+07;Scheduled;;
785;DME;TBW;CN1;PG0054;2017-07-20 21:05:00+07;2017-07-20 22:20:00+07;Arrived;2017-07-20 21:06:00+07;2017-07-20 22:22:00+07
786;DME;TBW;CN1;PG0055;2017-07-27 18:10:00+07;2017-07-27 19:25:00+07;Arrived;2017-07-27 18:15:00+07;2017-07-27 19:29:00+07
787;DME;TBW;CN1;PG0055;2017-08-13 18:10:00+07;2017-08-13 19:25:00+07;Arrived;2017-08-13 18:13:00+07;2017-08-13 19:28:00+07
788;DME;TBW;CN1;PG0054;2017-07-24 21:05:00+07;2017-07-24 22:20:00+07;Arrived;2017-07-24 21:09:00+07;2017-07-24 22:24:00+07
789;DME;TBW;CN1;PG0055;2017-08-19 18:10:00+07;2017-08-19 19:25:00+07;Scheduled;;
790;DME;TBW;CN1;PG0054;2017-07-19 21:05:00+07;2017-07-19 22:20:00+07;Arrived;2017-07-19 21:08:00+07;2017-07-19 22:25:00+07
791;DME;TBW;CN1;PG0054;2017-09-04 21:05:00+07;2017-09-04 22:20:00+07;Scheduled;;
792;DME;TBW;CN1;PG0054;2017-08-10 21:05:00+07;2017-08-10 22:20:00+07;Arrived;2017-08-10 21:07:00+07;2017-08-10 22:22:00+07
793;DME;TBW;CN1;PG0055;2017-08-05 18:10:00+07;2017-08-05 19:25:00+07;Arrived;2017-08-05 18:14:00+07;2017-08-05 19:28:00+07
794;DME;GRV;CR2;PG0045;2017-08-20 15:45:00+07;2017-08-20 17:50:00+07;Scheduled;;
795;DME;GRV;CR2;PG0045;2017-08-06 15:45:00+07;2017-08-06 17:50:00+07;Arrived;2017-08-06 15:48:00+07;2017-08-06 17:53:00+07
796;DME;GRV;CR2;PG0045;2017-08-15 15:45:00+07;2017-08-15 17:50:00+07;Arrived;2017-08-15 15:47:00+07;2017-08-15 17:52:00+07
